respondent_id,persona_label,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_education,Q6_occupation,Q_hh_size,Q_hh_type,Q_children_under15,Q_waste_segregation,Q_purchase_decision_maker,Q7_income_band,Q7_income_midpoint_INR,Q8_monthly_spend_band,Q8_spend_midpoint_INR,Q9_willingness_to_pay_premium,Q10_eco_awareness_1to5,Q11_reduce_plastic_freq,Q12_prior_eco_purchase,Q13_products_interested,Q14_clothing_types,Q15_cookware_types,Q16_colour_preference,Q17_purchase_occasions,Q18_primary_channel,Q19_top3_purchase_factors,Q20_shopping_frequency,Q21_bundle_deal_appeal_1to5,Q22_social_media_channels,Q23_eco_label_influence_1to5,Q24_purchase_barrier,Q25_purchase_likelihood,Q25_purchase_binary
R1774,High-Income Premium Buyer,36-50,Female,Maharashtra,Metro,Undergraduate,New home/shifting,3,Nuclear,2.0,Yes,Self,Above 100000,130000,Above 10000,12000,More than 25% premium,5,Never,Yes once or twice,rPET Bottles/Containers,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Formal office wear,Non-stick (Teflon) | Stainless steel | Clay/Terracotta,Dark/Neutral | Earthy tones,Wedding/family function | Sale events,Online Amazon/Flipkart,Quality/Durability | Design/Aesthetics | Friends/Family recommendation,Once a month,4,Instagram | YouTube | Facebook | WhatsApp groups,5,No barrier - would buy,Very likely,1
R1775,Traditional Joint Family,36-50,Female,West Bengal,Rural / Village,Up to 10th,New home/shifting,3,Nuclear,0.0,No,Self,30001-60000,45000,5001-10000,7500,Same price,3,Rarely,No but interested,Outdoor Garden Furniture | Agri Crates/Tools,Cotton sarees | Synthetic/polyester sarees,,Bright/Vibrant | Pastels | White/Off-white,Festivals | New home/shifting | Wedding/family function | When product breaks/runs out,Online Amazon/Flipkart,Brand trust | Friends/Family recommendation | Price/Affordability,Rarely / Only when needed,3,Instagram | YouTube | Facebook | WhatsApp groups,1,Higher price,Very unlikely,0
R1776,Price-Sensitive Middle India,26-35,Male,Gujarat,Tier-3 town,Undergraduate,Sale events,4,Nuclear,2.0,Sometimes,Partner / Spouse,Below 15000,10000,500-2000,1250,Up to 10% more,4,Sometimes,No but interested,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools,Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Aluminium | Clay/Terracotta,Pastels | White/Off-white | No preference,Back-to-school | When product breaks/runs out,Local market / Kirana,Price/Affordability | Brand trust | Friends/Family recommendation,Weekly,4,Facebook,3,Distrust eco-claims (greenwashing),Very unlikely,0
R1777,Student Young Urban,18-25,Non-binary / Prefer not to say,Gujarat,Metro,Undergraduate,New home/shifting,2,Nuclear,0.0,Sometimes,Self,Below 15000,10000,2001-5000,3500,Up to 10% more,3,Often,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel,Pastels,Festivals | Sale events,Modern retail (D-Mart etc.),Price/Affordability | Design/Aesthetics | Social media/Influencer,Rarely / Only when needed,4,Instagram | YouTube | WhatsApp groups,5,Higher price,Unlikely,0
R1778,Rural / Agri Household,26-35,Male,Assam,Rural / Village,12th / Diploma,Sale events,4,Joint family,3.0,No,Elders / Family head,30001-60000,45000,2001-5000,3500,Up to 10% more,2,Often,No but interested,rPET Bottles/Containers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees,Aluminium,Bright/Vibrant | White/Off-white | No preference,Festivals | New home/shifting | Wedding/family function | Sale events | When product breaks/runs out,Local market / Kirana,Friends/Family recommendation | Brand trust | Eco-friendly credentials,Rarely / Only when needed,4,Instagram | YouTube | Facebook | WhatsApp groups,4,Not easily available,Very unlikely,0
R1779,Price-Sensitive Middle India,26-35,Male,Maharashtra,Tier-2 city,12th / Diploma,New home/shifting,5,Nuclear,0.0,Sometimes,Self,30001-60000,45000,2001-5000,3500,Same price,3,Often,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Non-stick (Teflon),Bright/Vibrant | No preference | Pastels,New home/shifting | Wedding/family function | Back-to-school,Online Amazon/Flipkart,Price/Affordability | Brand trust | Friends/Family recommendation,Rarely / Only when needed,5,Instagram | YouTube | WhatsApp groups,3,Never thought about it,Very unlikely,0
R1780,Traditional Joint Family,Above 50,Female,West Bengal,Tier-2 city,12th / Diploma,When product breaks/runs out,4,Joint family,2.0,No,Elders / Family head,30001-60000,45000,2001-5000,3500,Same price,3,Sometimes,Yes regularly,Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Ceramic-coated | Aluminium | Clay/Terracotta,Bright/Vibrant | Earthy tones | Dark/Neutral,Festivals | Sale events,Online Amazon/Flipkart,Brand trust | Quality/Durability | Price/Affordability,Once every 3 months,3,Don't use social for discovery,5,No barrier - would buy,Neutral,0
R1781,Urban Eco Millennial,36-50,Male,Chhattisgarh,Tier-2 city,Undergraduate,New home/shifting,1,Nuclear,0.0,Yes,Both equally,Above 100000,130000,5001-10000,7500,More than 25% premium,5,Sometimes,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers,Salwar suits/Kurtis | Formal office wear,Stainless steel | Clay/Terracotta,Dark/Neutral | Pastels,Wedding/family function,Online Amazon/Flipkart,Eco-friendly credentials | Quality/Durability | Price/Affordability,Once a month,5,Facebook,4,Doubt about quality,Neutral,0
R1782,High-Income Premium Buyer,26-35,Male,Maharashtra,Metro,Undergraduate,Back-to-school,3,Nuclear,2.0,Yes,Self,Above 100000,130000,2001-5000,3500,Up to 25% more,5,Sometimes,Yes once or twice,rPET Bottles/Containers | Stationery/School Supplies,Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Clay/Terracotta,Dark/Neutral,When product breaks/runs out,Online Amazon/Flipkart,Brand trust | Quality/Durability | Eco-friendly credentials,Once every 3 months,4,Instagram | WhatsApp groups,3,Distrust eco-claims (greenwashing),Neutral,0
R1783,Rural / Agri Household,26-35,Male,Madhya Pradesh,Rural / Village,12th / Diploma,Sale events,5,Joint family,3.0,Yes,Elders / Family head,Below 15000,10000,500-2000,1250,Up to 10% more,5,Rarely,No and not interested,rPET Bottles/Containers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Iron/Cast iron | Aluminium | Clay/Terracotta,Bright/Vibrant | Earthy tones,Festivals | Back-to-school | When product breaks/runs out,Local market / Kirana,Price/Affordability | Quality/Durability | Friends/Family recommendation,Once every 3 months,4,YouTube | Facebook | WhatsApp groups | Meesho/ShareChat,1,Not easily available,Very unlikely,0
R1784,Student Young Urban,18-25,Male,Haryana,Tier-3 town,Undergraduate,Festivals,2,Nuclear,0.0,No,Self,60001-100000,80000,500-2000,1250,Up to 25% more,5,Often,Yes once or twice,rPET Bottles/Containers | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated,Bright/Vibrant | Dark/Neutral | Earthy tones,New home/shifting | Back-to-school | Sale events | When product breaks/runs out,Quick commerce (Blinkit/Zepto),Social media/Influencer | Brand trust | Quality/Durability,2-3 times a month,5,Instagram | WhatsApp groups,3,No barrier - would buy,Very likely,1
R1785,Student Young Urban,18-25,Female,Karnataka,Metro,12th / Diploma,Festivals,2,Nuclear,0.0,Sometimes,Both equally,60001-100000,80000,500-2000,1250,Up to 10% more,4,Sometimes,Yes once or twice,Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Ceramic-coated | Clay/Terracotta,Pastels,Festivals | New home/shifting | Back-to-school | Sale events,Online Amazon/Flipkart,Price/Affordability | Quality/Durability | Social media/Influencer,Weekly,3,Instagram | YouTube | WhatsApp groups,5,No barrier - would buy,Likely,1
R1786,Traditional Joint Family,18-25,Male,Maharashtra,Tier-2 city,Up to 10th,New home/shifting,3,Joint family,2.0,No,Self,30001-60000,45000,2001-5000,3500,Up to 10% more,4,Never,Yes once or twice,Outdoor Garden Furniture | Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Stainless steel,Earthy tones | White/Off-white,Festivals | New home/shifting | When product breaks/runs out,Online Amazon/Flipkart,Friends/Family recommendation | Quality/Durability | Price/Affordability,Rarely / Only when needed,3,Instagram | YouTube | Facebook | WhatsApp groups,2,Distrust eco-claims (greenwashing),Very unlikely,0
R1787,Student Young Urban,26-35,Male,Madhya Pradesh,Tier-2 city,Postgraduate or above,Festivals,4,Nuclear,0.0,Yes,Partner / Spouse,15000-30000,22500,500-2000,1250,Up to 10% more,5,Always / It's a habit,Yes once or twice,Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Clay/Terracotta,Bright/Vibrant,Back-to-school | Sale events,Local market / Kirana,Price/Affordability | Design/Aesthetics | Brand trust,Weekly,2,Instagram | YouTube | WhatsApp groups,5,Distrust eco-claims (greenwashing),Neutral,0
R1788,Student Young Urban,18-25,Male,Uttar Pradesh,Metro,Undergraduate,Festivals,3,Joint family,1.0,Sometimes,Partner / Spouse,15000-30000,22500,2001-5000,3500,Up to 25% more,3,Sometimes,Yes regularly,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees | Formal office wear,Stainless steel | Ceramic-coated,Pastels | Dark/Neutral,When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Design/Aesthetics | Brand trust,Once a month,5,Instagram,2,Doubt about quality,Unlikely,0
R1789,Urban Eco Millennial,26-35,Male,Uttar Pradesh,Metro,Up to 10th,New home/shifting,2,Joint family,3.0,Sometimes,Both equally,60001-100000,80000,Above 10000,12000,Up to 25% more,4,Often,No and not interested,rPET Bottles/Containers | Outdoor Garden Furniture,Silk/Banarasi sarees | Synthetic/polyester sarees | Western wear | Formal office wear,Non-stick (Teflon),Dark/Neutral,Festivals,Modern retail (D-Mart etc.),Eco-friendly credentials | Quality/Durability | Social media/Influencer,Once every 3 months,5,Instagram | YouTube | Facebook | Meesho/ShareChat,4,Higher price,Neutral,0
R1790,Rural / Agri Household,26-35,Male,Telangana,Tier-3 town,Up to 10th,Sale events,4,Nuclear,1.0,No,Elders / Family head,15000-30000,22500,500-2000,1250,Up to 10% more,3,Never,No and not interested,Outdoor Garden Furniture,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Stainless steel | Ceramic-coated | Aluminium,White/Off-white | Bright/Vibrant,New home/shifting | Sale events | When product breaks/runs out,Local market / Kirana,Brand trust | Design/Aesthetics | Quality/Durability,Once a month,4,Instagram | YouTube | WhatsApp groups | Meesho/ShareChat,2,Doubt about quality,Unlikely,0
R1791,Urban Eco Millennial,Below 18,Female,Assam,Metro,Postgraduate or above,When product breaks/runs out,2,Joint family,0.0,Yes,Self,60001-100000,80000,5001-10000,7500,Up to 25% more,5,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers,Silk/Banarasi sarees | Western wear | Formal office wear,Non-stick (Teflon) | Ceramic-coated,Earthy tones | Dark/Neutral | Pastels,Festivals | Sale events,Quick commerce (Blinkit/Zepto),Eco-friendly credentials | Price/Affordability | Quality/Durability,Once a month,5,Instagram | YouTube,4,Higher price,Unlikely,0
R1792,Traditional Joint Family,Above 50,Female,Bihar,Tier-2 city,12th / Diploma,When product breaks/runs out,4,Joint family,2.0,Sometimes,Both equally,Below 15000,10000,5001-10000,7500,Only if cheaper,4,Often,No and not interested,Outdoor Garden Furniture | Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Clay/Terracotta,Earthy tones | Bright/Vibrant,Festivals | New home/shifting | Wedding/family function | When product breaks/runs out,D2C brand website,Price/Affordability | Quality/Durability | Friends/Family recommendation,2-3 times a month,3,Instagram | Facebook | WhatsApp groups | Meesho/ShareChat,4,Never thought about it,Unlikely,0
R1793,Rural / Agri Household,Above 50,Male,Maharashtra,Rural / Village,Up to 10th,New home/shifting,5,Joint family,1.0,No,Elders / Family head,15000-30000,22500,500-2000,1250,Same price,1,Never,No and not interested,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Stainless steel | Aluminium,Earthy tones | Bright/Vibrant | White/Off-white,When product breaks/runs out,Local market / Kirana,Price/Affordability | Brand trust | Design/Aesthetics,Rarely / Only when needed,4,Instagram | WhatsApp groups,3,Doubt about quality,Very unlikely,0
R1794,Student Young Urban,18-25,Male,Haryana,Tier-3 town,Postgraduate or above,New home/shifting,3,Joint family,1.0,No,Both equally,30001-60000,45000,2001-5000,3500,Up to 25% more,3,Sometimes,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture | Stationery/School Supplies,Cotton sarees | Western wear | Formal office wear,Stainless steel | Ceramic-coated,Pastels | Bright/Vibrant,Back-to-school | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Quality/Durability | Design/Aesthetics | Eco-friendly credentials,Once a month,5,Instagram | YouTube | WhatsApp groups,4,Higher price,Neutral,0
R1795,Urban Eco Millennial,26-35,Male,Odisha,Metro,Postgraduate or above,Festivals,3,Nuclear,3.0,Yes,Partner / Spouse,60001-100000,80000,5001-10000,7500,More than 25% premium,3,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers,Cotton sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Iron/Cast iron | Ceramic-coated | Aluminium,Pastels | Earthy tones | White/Off-white,Festivals | New home/shifting | Wedding/family function | When product breaks/runs out,D2C brand website,Quality/Durability | Design/Aesthetics | Eco-friendly credentials,Once a month,5,Instagram | YouTube | WhatsApp groups,5,No barrier - would buy,Very likely,1
R1796,Urban Eco Millennial,36-50,Female,Maharashtra,Metro,Undergraduate,Wedding/family function,4,Nuclear,,Yes,Partner / Spouse,15000-30000,22500,Above 10000,12000,Same price,4,Always / It's a habit,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis,Non-stick (Teflon) | Ceramic-coated | Aluminium,Earthy tones | Dark/Neutral | Pastels,Festivals | Wedding/family function | When product breaks/runs out,Quick commerce (Blinkit/Zepto),Quality/Durability | Eco-friendly credentials | Design/Aesthetics,Once a month,2,YouTube | WhatsApp groups,3,No barrier - would buy,Neutral,0
R1797,Traditional Joint Family,26-35,Female,Tamil Nadu,Tier-3 town,Undergraduate,When product breaks/runs out,4,Joint family,2.0,No,Elders / Family head,Below 15000,10000,2001-5000,3500,Up to 10% more,3,Sometimes,No but interested,Storage Organisers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Clay/Terracotta,Bright/Vibrant | White/Off-white,Festivals | New home/shifting | Wedding/family function | Sale events,Online Amazon/Flipkart,Price/Affordability | Quality/Durability | Friends/Family recommendation,Once every 3 months,5,Instagram | YouTube | Facebook | WhatsApp groups,3,Doubt about quality,Unlikely,0
R1798,Urban Eco Millennial,36-50,Female,Telangana,Metro,Undergraduate,New home/shifting,1,Joint family,0.0,Yes,Self,60001-100000,80000,500-2000,1250,Up to 25% more,4,Always / It's a habit,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,,Iron/Cast iron | Non-stick (Teflon),Earthy tones | White/Off-white,New home/shifting,Online Amazon/Flipkart,Quality/Durability | Design/Aesthetics | Price/Affordability,Once a month,4,Instagram | YouTube,3,No barrier - would buy,Likely,1
R1799,Urban Eco Millennial,18-25,Female,Delhi,Metro,Postgraduate or above,Back-to-school,1,Nuclear,0.0,Yes,Partner / Spouse,Above 100000,130000,500-2000,1250,More than 25% premium,4,Always / It's a habit,Yes once or twice,rPET Bottles/Containers | Stationery/School Supplies,Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Iron/Cast iron | Non-stick (Teflon) | Aluminium,Earthy tones,Wedding/family function | Sale events,D2C brand website,Design/Aesthetics | Eco-friendly credentials | Friends/Family recommendation,Once a month,4,Instagram | Facebook | WhatsApp groups | Meesho/ShareChat,5,Not easily available,Likely,1
R1800,Urban Eco Millennial,26-35,Male,Maharashtra,Metro,Undergraduate,Back-to-school,2,Nuclear,1.0,Sometimes,Partner / Spouse,30001-60000,45000,Above 10000,12000,Same price,5,Always / It's a habit,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Formal office wear,Aluminium,White/Off-white | Earthy tones,Festivals | Wedding/family function | Sale events,Online Amazon/Flipkart,Eco-friendly credentials | Price/Affordability | Friends/Family recommendation,2-3 times a month,5,Instagram | YouTube,5,No barrier - would buy,Very likely,1
R1801,High-Income Premium Buyer,36-50,Female,Madhya Pradesh,Metro,Undergraduate,Back-to-school,3,Nuclear,0.0,Sometimes,Self,Above 100000,130000,Above 10000,12000,Up to 10% more,5,Often,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture | Stationery/School Supplies,Synthetic/polyester sarees | Western wear,Non-stick (Teflon) | Ceramic-coated,Pastels,New home/shifting,D2C brand website,Brand trust | Price/Affordability | Eco-friendly credentials,Once a month,4,Instagram | WhatsApp groups,5,Distrust eco-claims (greenwashing),Very likely,1
R1802,Traditional Joint Family,26-35,Female,Maharashtra,Tier-2 city,Up to 10th,When product breaks/runs out,3,Joint family,2.0,Yes,Elders / Family head,30001-60000,45000,5001-10000,7500,Up to 10% more,4,Often,No and not interested,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear,Aluminium,Bright/Vibrant | White/Off-white,Sale events | When product breaks/runs out,Local market / Kirana,Price/Affordability | Design/Aesthetics | Friends/Family recommendation,Once every 3 months,4,YouTube | Facebook,3,Higher price,Unlikely,0
R1803,Price-Sensitive Middle India,18-25,Female,Haryana,Tier-2 city,Undergraduate,New home/shifting,1,Joint family,1.0,Yes,Self,30001-60000,45000,Above 10000,12000,Up to 10% more,3,Rarely,Yes regularly,None of the above,Silk/Banarasi sarees,Non-stick (Teflon),Earthy tones,Festivals | New home/shifting | Wedding/family function | Back-to-school | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Friends/Family recommendation | Design/Aesthetics,Once a month,2,YouTube | Facebook | WhatsApp groups,3,No barrier - would buy,Neutral,0
R1804,Price-Sensitive Middle India,36-50,Male,Uttar Pradesh,Tier-2 city,Postgraduate or above,When product breaks/runs out,2,Nuclear,0.0,Yes,Self,15000-30000,22500,2001-5000,3500,Up to 10% more,3,Rarely,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees,Non-stick (Teflon) | Aluminium,Bright/Vibrant | White/Off-white | No preference,When product breaks/runs out,Modern retail (D-Mart etc.),Quality/Durability | Price/Affordability | Friends/Family recommendation,Once a month,1,YouTube | Facebook | WhatsApp groups | Meesho/ShareChat,3,Doubt about quality,Very unlikely,0
R1805,Price-Sensitive Middle India,18-25,Female,Uttar Pradesh,Tier-2 city,12th / Diploma,New home/shifting,2,Joint family,0.0,No,Self,30001-60000,45000,500-2000,1250,Only if cheaper,5,Sometimes,No but interested,Outdoor Garden Furniture | Stationery/School Supplies,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Formal office wear,Stainless steel,Earthy tones | White/Off-white,Festivals | Wedding/family function,Quick commerce (Blinkit/Zepto),Price/Affordability | Friends/Family recommendation | Quality/Durability,Once a month,4,Instagram | Facebook | WhatsApp groups,2,Never thought about it,Very unlikely,0
R1806,Traditional Joint Family,36-50,Female,Kerala,Tier-3 town,12th / Diploma,When product breaks/runs out,5,Joint family,1.0,No,Partner / Spouse,30001-60000,45000,Below 500,300,Up to 10% more,4,Sometimes,No and not interested,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools,Cotton sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Stainless steel | Aluminium,Bright/Vibrant | Earthy tones | White/Off-white,Festivals | New home/shifting | Wedding/family function | Sale events,Local market / Kirana,Brand trust | Design/Aesthetics | Friends/Family recommendation,Once every 3 months,2,YouTube | Facebook | WhatsApp groups,3,Never thought about it,Very unlikely,0
R1807,Student Young Urban,26-35,Female,Maharashtra,Metro,Postgraduate or above,Festivals,3,Joint family,0.0,Yes,Both equally,Below 15000,10000,Below 500,300,Up to 25% more,5,Sometimes,Yes once or twice,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel,White/Off-white | Dark/Neutral,Festivals | Wedding/family function | Sale events,Quick commerce (Blinkit/Zepto),Price/Affordability | Social media/Influencer | Design/Aesthetics,Once every 3 months,5,Instagram | YouTube | WhatsApp groups,1,No barrier - would buy,Likely,1
R1808,Price-Sensitive Middle India,26-35,Male,Uttar Pradesh,Metro,12th / Diploma,Wedding/family function,1,Joint family,0.0,Sometimes,Both equally,30001-60000,45000,2001-5000,3500,Same price,3,Always / It's a habit,No and not interested,rPET Bottles/Containers | Storage Organisers | Agri Crates/Tools,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Formal office wear,Iron/Cast iron | Ceramic-coated | Aluminium,Earthy tones,Festivals | Back-to-school | When product breaks/runs out,Local market / Kirana,Friends/Family recommendation | Eco-friendly credentials | Design/Aesthetics,Once every 3 months,4,Instagram | YouTube | Facebook | WhatsApp groups | Meesho/ShareChat,3,Higher price,Unlikely,0
R1809,Urban Eco Millennial,36-50,Female,West Bengal,Metro,Postgraduate or above,New home/shifting,3,Nuclear,1.0,Yes,Self,30001-60000,45000,500-2000,1250,Only if cheaper,5,Always / It's a habit,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Iron/Cast iron | Non-stick (Teflon),White/Off-white | Pastels,Festivals | New home/shifting | Sale events | When product breaks/runs out,Local market / Kirana,Eco-friendly credentials | Quality/Durability | Design/Aesthetics,2-3 times a month,4,YouTube | WhatsApp groups,4,No barrier - would buy,Neutral,0
R1810,Urban Eco Millennial,Above 50,Male,Uttar Pradesh,Tier-2 city,Postgraduate or above,New home/shifting,3,Joint family,2.0,No,Self,60001-100000,80000,2001-5000,3500,Same price,4,Always / It's a habit,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Western wear | Formal office wear,Iron/Cast iron | Non-stick (Teflon) | Aluminium,Pastels,New home/shifting | Wedding/family function | When product breaks/runs out,Online Amazon/Flipkart,Quality/Durability | Eco-friendly credentials | Price/Affordability,Once a month,3,Instagram | WhatsApp groups | Meesho/ShareChat | Don't use social for discovery,5,Higher price,Likely,1
R1811,Student Young Urban,18-25,Male,Gujarat,Tier-2 city,Postgraduate or above,Wedding/family function,1,Joint family,2.0,Yes,Self,15000-30000,22500,2001-5000,3500,More than 25% premium,5,Often,Yes once or twice,Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Western wear,Ceramic-coated | Aluminium,Bright/Vibrant,Sale events | When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Eco-friendly credentials | Design/Aesthetics,Once a month,5,Instagram | YouTube | Don't use social for discovery,5,Higher price,Neutral,0
R1812,Traditional Joint Family,36-50,Female,Karnataka,Rural / Village,Undergraduate,New home/shifting,3,Joint family,1.0,No,Elders / Family head,30001-60000,45000,5001-10000,7500,Same price,1,Rarely,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,Bright/Vibrant | White/Off-white,Festivals | Sale events,Online Amazon/Flipkart,Friends/Family recommendation | Quality/Durability | Design/Aesthetics,2-3 times a month,4,Instagram | Facebook | WhatsApp groups | Meesho/ShareChat,3,Distrust eco-claims (greenwashing),Very unlikely,0
R1813,Price-Sensitive Middle India,36-50,Female,Haryana,Tier-3 town,Postgraduate or above,New home/shifting,5,Joint family,1.0,Sometimes,Partner / Spouse,30001-60000,45000,2001-5000,3500,Up to 10% more,3,Never,No and not interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel | Aluminium,White/Off-white | Pastels | No preference,Festivals | Wedding/family function | Back-to-school | When product breaks/runs out,Quick commerce (Blinkit/Zepto),Quality/Durability | Friends/Family recommendation | Design/Aesthetics,Once a month,3,Instagram | YouTube | Facebook | Meesho/ShareChat,3,Higher price,Unlikely,0
R1814,Urban Eco Millennial,18-25,Male,Rajasthan,Tier-3 town,Undergraduate,New home/shifting,2,Nuclear,1.0,Yes,Elders / Family head,30001-60000,45000,Above 10000,12000,Same price,5,Often,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Stationery/School Supplies,Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Stainless steel,Earthy tones | Bright/Vibrant,Festivals | Back-to-school | Sale events,Online Amazon/Flipkart,Eco-friendly credentials | Quality/Durability | Brand trust,Once every 3 months,3,Instagram,4,No barrier - would buy,Very likely,1
R1815,Urban Eco Millennial,26-35,Male,Maharashtra,Metro,Postgraduate or above,New home/shifting,1,Joint family,1.0,Yes,Both equally,Above 100000,130000,2001-5000,3500,Up to 25% more,5,Often,No and not interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Iron/Cast iron | Ceramic-coated,Earthy tones | Pastels | White/Off-white,Festivals | New home/shifting | Wedding/family function | Sale events,Local market / Kirana,Quality/Durability | Eco-friendly credentials | Friends/Family recommendation,2-3 times a month,4,YouTube | WhatsApp groups,5,No barrier - would buy,Very likely,1
R1816,High-Income Premium Buyer,26-35,Female,Assam,Metro,Postgraduate or above,New home/shifting,2,Joint family,3.0,Yes,Self,Above 100000,130000,Above 10000,12000,More than 25% premium,4,Always / It's a habit,Yes once or twice,rPET Bottles/Containers | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Formal office wear,Ceramic-coated | Aluminium,White/Off-white,Festivals | When product breaks/runs out,Online Amazon/Flipkart,Design/Aesthetics | Brand trust | Quality/Durability,Once a month,1,Instagram | YouTube | Facebook | WhatsApp groups,3,Distrust eco-claims (greenwashing),Neutral,0
R1817,Price-Sensitive Middle India,36-50,Female,Uttar Pradesh,Tier-2 city,Up to 10th,Wedding/family function,4,Joint family,1.0,No,Elders / Family head,15000-30000,22500,2001-5000,3500,Up to 10% more,4,Sometimes,No but interested,rPET Bottles/Containers | Storage Organisers,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel | Aluminium | Clay/Terracotta,Pastels | Bright/Vibrant,Festivals | Wedding/family function | Sale events | When product breaks/runs out,Modern retail (D-Mart etc.),Friends/Family recommendation | Brand trust | Eco-friendly credentials,Once a month,2,Instagram | WhatsApp groups | Meesho/ShareChat,2,Doubt about quality,Very unlikely,0
